IDENTIFICACION,DESCRIPCION,,,Niv1,Niv2,Niv3,Niv4,Num,Con,Des1,Des2,Des3,Des4,Des5,Des6,Des7,Des8,Des9,Des10,Des11,Des12,Des13,,,Des14,Descripción,,,AFORO INICIAL,,MODIFICACIONES AFORO,AFORO VIGENTE,RECAUDO EN EFECTIVO MES,,,,RECAUDO EN EFECTIVO ACUMULADO,DEVOLUCIONES PAGADAS ACUMULADAS,RECAUDO EN EFECTIVO ACUMULADO NETO,SALDO DE AFORO POR RECAUDAR
,,,,1,1,1,0,3,,,,,,,,,,,,,,,,,,IMPUESTO PARA PRESERVAR LA SEGURIDAD DEMOCRATICA,,,"0,00",,"0,00","0,00","702.000,00",,,,"26.730.930,00","0,00","26.730.930,00","-26.730.930,00"
,,,,1,1,1,0,3,1,,,,,,,,,,,,,,,,,IMPUESTO PARA PRESERVAR LA SEGURIDAD DEMOCRATICA,,,"0,00",,"0,00","0,00","702.000,00",,,,"26.730.930,00","0,00","26.730.930,00","-26.730.930,00"
,,,,1,1,1,0,4,,,,,,,,,,,,,,,,,,IMPUESTO AL PATRIMONIO,,,"0,00",,"0,00","0,00","2.040.035.484,00",,,,"17.299.701.648,00","119.842.000,00","17.179.859.648,00","-17.179.859.648,00"
,,,,1,1,1,0,4,1,,,,,,,,,,,,,,,,,IMPUESTO AL PATRIMONIO,,,"0,00",,"0,00","0,00","2.040.035.484,00",,,,"17.299.701.648,00","119.842.000,00","17.179.859.648,00","-17.179.859.648,00"
,,,,1,1,1,0,5,,,,,,,,,,,,,,,,,,IMPUESTO AL PATRIMONIO (DECRETO LEGISLATIVO 4825/2010),,,"0,00",,"0,00","0,00","0,00",,,,"1.270.948.330,00","0,00","1.270.948.330,00","-1.270.948.330,00"
,,,,1,1,1,0,5,1,,,,,,,,,,,,,,,,,IMPUESTO AL PATRIMONIO (DECRETO LEGISLATIVO 4825/2010),,,"0,00",,"0,00","0,00","0,00",,,,"1.270.948.330,00","0,00","1.270.948.330,00","-1.270.948.330,00"
,,,,1,1,1,0,6,,,,,,,,,,,,,,,,,,SOBRETASA IMPUESTO AL PATRIMONIO (DECRETO LEGISLATIVO 4825/2010),,,"0,00",,"0,00","0,00","0,00",,,,"1.538.262.273,00","0,00","1.538.262.273,00","-1.538.262.273,00"
,,,,1,1,1,0,6,1,,,,,,,,,,,,,,,,,SOBRETASA IMPUESTO AL PATRIMONIO (DECRETO LEGISLATIVO 4825/2010),,,"0,00",,"0,00","0,00","0,00",,,,"1.538.262.273,00","0,00","1.538.262.273,00","-1.538.262.273,00"
,,,,1,1,1,0,7,,,,,,,,,,,,,,,,,,IMPUESTO A LA RIQUEZA,,,"0,00",,"0,00","0,00","6.256.591.794,00",,,,"492.591.626.047,00","106.761.000,00","492.484.865.047,00","-492.484.865.047,00"
,,,,1,1,1,0,7,1,,,,,,,,,,,,,,,,,DECLARACIONES IMPUESTO A LA RIQUEZA,,,"0,00",,"0,00","0,00","6.256.591.794,00",,,,"492.591.626.047,00","106.761.000,00","492.484.865.047,00","-492.484.865.047,00"
,,,,1,1,1,0,9,,,,,,,,,,,,,,,,,,MONOTRIBUTO,,,"0,00",,"0,00","0,00","0,00",,,,"8.601.695,00","0,00","8.601.695,00","-8.601.695,00"
,,,,1,1,1,0,9,1,,,,,,,,,,,,,,,,,MONOTRIBUTO,,,"0,00",,"0,00","0,00","0,00",,,,"8.601.695,00","0,00","8.601.695,00","-8.601.695,00"
,,,,1,1,2,,,,,,,,,,,,,,,,,,,,IMPUESTOS INDIRECTOS,,,"0,00",,"0,00","0,00","3.849.226.715.041,00",,,,"70.789.745.139.949,00","445.923.084.974,00","70.343.822.054.975,00","-70.343.822.054.975,00"
,,,,1,1,2,0,,,,,,,,,,,,,,,,,,,IMPUESTOS INDIRECTOS,,,"0,00",,"0,00","0,00","3.849.226.715.041,00",,,,"70.789.745.139.949,00","445.923.084.974,00","70.343.822.054.975,00","-70.343.822.054.975,00"
,,,,1,1,2,0,1,,,,,,,,,,,,,,,,,,IMPUESTO SOBRE ADUANAS Y RECARGOS,,,"0,00",,"0,00","0,00","2.066.343.765.229,00",,,,"20.972.519.160.565,00","1.498.558.291,00","20.971.020.602.274,00","-20.971.020.602.274,00"
,,,,1,1,2,0,1,1,,,,,,,,,,,,,,,,,IMPUESTO SOBRE ADUANAS Y RECARGOS ,,,"0,00",,"0,00","0,00","2.066.343.765.229,00",,,,"20.972.519.160.565,00","1.498.558.291,00","20.971.020.602.274,00","-20.971.020.602.274,00"
,,,,1,1,2,0,12,,,,,,,,,,,,,,,,,,IMPUESTO NACIONAL AL CONSUMO,,,"0,00",,"0,00","0,00","22.369.645.655,00",,,,"2.081.317.965.291,00","194.064.848,00","2.081.123.900.443,00","-2.081.123.900.443,00"
,,,,1,1,2,0,12,1,,,,,,,,,,,,,,,,,IMPUESTO NACIONAL AL CONSUMO,,,"0,00",,"0,00","0,00","22.369.645.655,00",,,,"2.081.317.965.291,00","194.064.848,00","2.081.123.900.443,00","-2.081.123.900.443,00"
,,,,1,1,2,0,13,,,,,,,,,,,,,,,,,,IMPUESTO NACIONAL A LA GASOLINA Y AL ACPM,,,"0,00",,"0,00","0,00","122.452.424.000,00",,,,"1.517.545.804.000,00","0,00","1.517.545.804.000,00","-1.517.545.804.000,00"
,,,,1,1,2,0,13,1,,,,,,,,,,,,,,,,,IMPUESTO NACIONAL A LA GASOLINA Y AL ACPM,,,"0,00",,"0,00","0,00","122.452.424.000,00",,,,"1.517.545.804.000,00","0,00","1.517.545.804.000,00","-1.517.545.804.000,00"
,,,,1,1,2,0,14,,,,,,,,,,,,,,,,,,IMPUESTO NACIONAL AL CARBONO,,,"0,00",,"0,00","0,00","1.892.849.000,00",,,,"292.177.393.000,00","0,00","292.177.393.000,00","-292.177.393.000,00"
,,,,1,1,2,0,14,1,,,,,,,,,,,,,,,,,IMPUESTO NACIONAL AL CARBONO,,,"0,00",,"0,00","0,00","1.892.849.000,00",,,,"292.177.393.000,00","0,00","292.177.393.000,00","-292.177.393.000,00"
,,,,1,1,2,0,2,,,,,,,,,,,,,,,,,,IMPUESTO AL VALOR AGREGADO,,,"0,00",,"0,00","0,00","1.065.610.327.931,00",,,,"39.015.897.790.974,00","444.230.275.835,00","38.571.667.515.139,00","-38.571.667.515.139,00"
,,,,1,1,2,0,2,1,,,,,,,,,,,,,,,,,IVA  INTERNO ,,,"0,00",,"0,00","0,00","502.274.822.906,00",,,,"33.025.916.779.167,00","444.230.275.835,00","32.581.686.503.332,00","-32.581.686.503.332,00"
,,,,1,1,2,0,2,2,,,,,,,,,,,,,,,,,RETENCION IVA  INTERNO ,,,"0,00",,"0,00","0,00","563.335.505.025,00",,,,"5.989.981.011.807,00","0,00","5.989.981.011.807,00","-5.989.981.011.807,00"
,,,,1,1,2,0,5,,,,,,,,,,,,,,,,,,IMPUESTO DE TIMBRE NACIONAL,,,"0,00",,"0,00","0,00","7.013.422.000,00",,,,"82.259.600.500,00","0,00","82.259.600.500,00","-82.259.600.500,00"
,,,,1,1,2,0,5,1,,,,,,,,,,,,,,,,,IMPUESTO DE TIMBRE,,,"0,00",,"0,00","0,00","7.013.422.000,00",,,,"82.259.600.500,00","0,00","82.259.600.500,00","-82.259.600.500,00"
,,,,1,1,2,0,7,,,,,,,,,,,,,,,,,,IMPUESTO AL ORO Y AL PLATINO,,,"0,00",,"0,00","0,00","3.133.089.226,00",,,,"33.444.692.619,00","0,00","33.444.692.619,00","-33.444.692.619,00"
,,,,1,1,2,0,7,1,,,,,,,,,,,,,,,,,IMPUESTO  AL  ORO  Y  AL  PLATINO,,,"0,00",,"0,00","0,00","3.133.089.226,00",,,,"33.444.692.619,00","0,00","33.444.692.619,00","-33.444.692.619,00"
,,,,1,1,2,0,9,,,,,,,,,,,,,,,,,,GRAVAMEN A LOS MOVIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","560.411.192.000,00",,,,"6.794.582.733.000,00","186.000,00","6.794.582.547.000,00","-6.794.582.547.000,00"
,,,,1,1,2,0,9,1,,,,,,,,,,,,,,,,,GRAVAMEN  A  LOS  MOVIMIENTOS  FINANCIEROS,,,"0,00",,"0,00","0,00","560.411.192.000,00",,,,"6.794.582.733.000,00","186.000,00","6.794.582.547.000,00","-6.794.582.547.000,00"
,,,,1,2,,,,,,,,,,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,,,"0,00",,"0,00","0,00","506.502.315,03",,,,"8.365.189.043,97","25.339.193,00","8.339.849.850,97","-8.339.849.850,97"
,,,,1,2,1,,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","506.502.315,03",,,,"8.365.189.043,97","25.339.193,00","8.339.849.850,97","-8.339.849.850,97"
,,,,1,2,1,0,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","506.502.315,03",,,,"8.365.189.043,97","25.339.193,00","8.339.849.850,97","-8.339.849.850,97"
,,,,1,2,1,0,2,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","-360.827.788,97",,,,"5.136.930.471,97","25.339.193,00","5.111.591.278,97","-5.111.591.278,97"
,,,,1,2,1,0,2,1,,,,,,,,,,,,,,,,,TASAS,,,"0,00",,"0,00","0,00","0,00",,,,"38.998.883,45","0,00","38.998.883,45","-38.998.883,45"
,,,,1,2,1,0,2,1,6,,,,,,,,,,,,,,,,ARRENDAMIENTOS,,,"0,00",,"0,00","0,00","0,00",,,,"38.998.883,45","0,00","38.998.883,45","-38.998.883,45"
,,,,1,2,1,0,2,2,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","-362.545.830,97",,,,"4.485.474.118,52","25.339.193,00","4.460.134.925,52","-4.460.134.925,52"
,,,,1,2,1,0,2,2,5,,,,,,,,,,,,,,,,OTRAS MULTAS,,,"0,00",,"0,00","0,00","-362.545.830,97",,,,"4.485.474.118,52","25.339.193,00","4.460.134.925,52","-4.460.134.925,52"
,,,,1,2,1,0,2,3,,,,,,,,,,,,,,,,,SANCIONES,,,"0,00",,"0,00","0,00","1.718.042,00",,,,"612.457.470,00","0,00","612.457.470,00","-612.457.470,00"
,,,,1,2,1,0,2,3,2,,,,,,,,,,,,,,,,SANCIONES ADUANERAS,,,"0,00",,"0,00","0,00","1.718.042,00",,,,"612.457.470,00","0,00","612.457.470,00","-612.457.470,00"
,,,,1,2,1,0,3,,,,,,,,,,,,,,,,,,"CONTRIBUCIONES ESPECIALES POR EXPLOTACION O EXPORTACION DE PETROLEO CRUDO,GAS LIBRE,CARBON Y FERRONIQUEL",,,"0,00",,"0,00","0,00","867.330.104,00",,,,"3.228.258.572,00","0,00","3.228.258.572,00","-3.228.258.572,00"
,,,,1,2,1,0,3,1,,,,,,,,,,,,,,,,,CONTRIBUCIONES ESPECIALES POR EXPLOTACION O EXPORTACION DE PETROLEO,,,"0,00",,"0,00","0,00","867.330.104,00",,,,"3.228.258.572,00","0,00","3.228.258.572,00","-3.228.258.572,00"
,,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","36.593.833,00",,,,"4.194.695.264,75","0,00","4.194.695.264,75","-4.194.695.264,75"
,,,,2,1,,,,,,,,,,,,,,,,,,,,,ENAJENACION DE ACTIVOS,,,"0,00",,"0,00","0,00","36.593.833,00",,,,"1.301.805.917,02","0,00","1.301.805.917,02","-1.301.805.917,02"
,,,,2,1,0,,,,,,,,,,,,,,,,,,,,ENAJENACION DE ACTIVOS,,,"0,00",,"0,00","0,00","36.593.833,00",,,,"1.301.805.917,02","0,00","1.301.805.917,02","-1.301.805.917,02"
,,,,2,1,0,0,,,,,,,,,,,,,,,,,,,ENAJENACION DE ACTIVOS,,,"0,00",,"0,00","0,00","36.593.833,00",,,,"1.301.805.917,02","0,00","1.301.805.917,02","-1.301.805.917,02"
,,,,2,1,0,0,1,,,,,,,,,,,,,,,,,,ENAJENACION DE ACTIVOS,,,"0,00",,"0,00","0,00","36.593.833,00",,,,"1.301.805.917,02","0,00","1.301.805.917,02","-1.301.805.917,02"
,,,,2,1,0,0,1,1,,,,,,,,,,,,,,,,,VENTA DE MUEBLES,,,"0,00",,"0,00","0,00","36.593.833,00",,,,"878.773.233,24","0,00","878.773.233,24","-878.773.233,24"
,,,,2,1,0,0,1,2,,,,,,,,,,,,,,,,,VENTA DE  INMUEBLES,,,"0,00",,"0,00","0,00","0,00",,,,"423.032.683,78","0,00","423.032.683,78","-423.032.683,78"
,,,,2,4,,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","0,00",,,,"2.892.889.347,73","0,00","2.892.889.347,73","-2.892.889.347,73"
,,,,2,4,0,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","0,00",,,,"2.892.889.347,73","0,00","2.892.889.347,73","-2.892.889.347,73"
,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","0,00",,,,"2.892.889.347,73","0,00","2.892.889.347,73","-2.892.889.347,73"
,,,,2,4,0,0,1,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","0,00",,,,"2.892.889.347,73","0,00","2.892.889.347,73","-2.892.889.347,73"
,,,,2,4,0,0,1,12,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS EN INVERSIONES FIDUCIARIAS-ZOMAC,,,"0,00",,"0,00","0,00","0,00",,,,"2.892.889.347,73","0,00","2.892.889.347,73","-2.892.889.347,73"
,,,,6,,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","7.094.383.657,00",,,,"151.256.765.687,00","14.247.511.437,00","137.009.254.250,00","-137.009.254.250,00"
,,,,6,0,,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","7.094.383.657,00",,,,"151.256.765.687,00","14.247.511.437,00","137.009.254.250,00","-137.009.254.250,00"
,,,,6,0,0,,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","7.094.383.657,00",,,,"151.256.765.687,00","14.247.511.437,00","137.009.254.250,00","-137.009.254.250,00"
,,,,6,0,0,0,,,,,,,,,,,,,,,,,,,FONDOS ESPECIALES,,,"0,00",,"0,00","0,00","7.094.383.657,00",,,,"151.256.765.687,00","14.247.511.437,00","137.009.254.250,00","-137.009.254.250,00"
,,,,6,0,0,0,69,,,,,,,,,,,,,,,,,,FONDO ESPECIAL IMPUESTO SOBRE LA RENTA PARA LA EQUIDAD - CREE,,,"0,00",,"0,00","0,00","7.094.383.657,00",,,,"151.256.765.687,00","14.247.511.437,00","137.009.254.250,00","-137.009.254.250,00"
,,,,6,0,0,0,69,1,,,,,,,,,,,,,,,,,IMPUESTO SOBRE LA RENTA PARA LA EQUIDAD - CREE,,,"0,00",,"0,00","0,00","5.465.397.749,00",,,,"134.416.868.228,00","11.364.527.500,00","123.052.340.728,00","-123.052.340.728,00"
,,,,6,0,0,0,69,2,,,,,,,,,,,,,,,,,RETENCIÓN IMPUESTO SOBRE LA RENTA PARA LA EQUIDAD - CREE,,,"0,00",,"0,00","0,00","1.628.985.908,00",,,,"16.839.897.459,00","2.882.983.937,00","13.956.913.522,00","-13.956.913.522,00"
13-01-17,"UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA DEL INSPECTOR GENERAL DE TRIBUTOS, RENTAS Y CONTRIBUCIONES PARAFISCALES – ITRC",,,1,,,,,,,,,,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,,,"0,00",,"0,00","0,00","70.000,00",,,,"210.000,00","0,00","210.000,00","-210.000,00"
,,,,1,2,,,,,,,,,,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,,,"0,00",,"0,00","0,00","70.000,00",,,,"210.000,00","0,00","210.000,00","-210.000,00"
,,,,1,2,1,,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","70.000,00",,,,"210.000,00","0,00","210.000,00","-210.000,00"
,,,,1,2,1,0,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","70.000,00",,,,"210.000,00","0,00","210.000,00","-210.000,00"
,,,,1,2,1,0,2,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","70.000,00",,,,"210.000,00","0,00","210.000,00","-210.000,00"
,,,,1,2,1,0,2,2,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","70.000,00",,,,"210.000,00","0,00","210.000,00","-210.000,00"
,,,,1,2,1,0,2,2,5,,,,,,,,,,,,,,,,OTRAS MULTAS,,,"0,00",,"0,00","0,00","70.000,00",,,,"210.000,00","0,00","210.000,00","-210.000,00"
,,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","0,00",,,,"36.317.764,00","0,00","36.317.764,00","-36.317.764,00"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"36.317.764,00","0,00","36.317.764,00","-36.317.764,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"36.317.764,00","0,00","36.317.764,00","-36.317.764,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"36.317.764,00","0,00","36.317.764,00","-36.317.764,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"36.317.764,00","0,00","36.317.764,00","-36.317.764,00"
,,,,2,8,0,0,1,3,,,,,,,,,,,,,,,,,FOTOCOPIAS,,,"0,00",,"0,00","0,00","0,00",,,,"281.040,00","0,00","281.040,00","-281.040,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"36.036.724,00","0,00","36.036.724,00","-36.036.724,00"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"188.875,00","0,00","188.875,00","-188.875,00"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"35.847.849,00","0,00","35.847.849,00","-35.847.849,00"
13-01-18,UNIDAD ADMINISTRATIVA ESPECIAL UNIDAD DE PROYECCIÓN NORMATIVA Y ESTUDIOS DE REGULACIÓN FINANCIERA – URF,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","0,00",,,,"1.131.231,00","0,00","1.131.231,00","-1.131.231,00"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"1.131.231,00","0,00","1.131.231,00","-1.131.231,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"1.131.231,00","0,00","1.131.231,00","-1.131.231,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"1.131.231,00","0,00","1.131.231,00","-1.131.231,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"1.131.231,00","0,00","1.131.231,00","-1.131.231,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"1.131.231,00","0,00","1.131.231,00","-1.131.231,00"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","0,00",,,,"1.131.231,00","0,00","1.131.231,00","-1.131.231,00"
13-01-19,COLJUEGOS,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","442.184.793,00",,,,"442.184.793,00","0,00","442.184.793,00","-442.184.793,00"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","442.184.793,00",,,,"442.184.793,00","0,00","442.184.793,00","-442.184.793,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","442.184.793,00",,,,"442.184.793,00","0,00","442.184.793,00","-442.184.793,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","442.184.793,00",,,,"442.184.793,00","0,00","442.184.793,00","-442.184.793,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","442.184.793,00",,,,"442.184.793,00","0,00","442.184.793,00","-442.184.793,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","442.184.793,00",,,,"442.184.793,00","0,00","442.184.793,00","-442.184.793,00"
,,,,2,8,0,0,1,9,1,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES-FUNCIONAMIENTO,,,"0,00",,"0,00","0,00","442.184.793,00",,,,"442.184.793,00","0,00","442.184.793,00","-442.184.793,00"
13-08-00,UNIDAD ADMINISTRATIVA ESPECIAL CONTADURIA GENERAL DE LA NACION,,,2,,,,,,,,,,,,,,,,,,,,,,RECURSOS DE CAPITAL DE LA NACION,,,"0,00",,"0,00","0,00","1.760.989,72",,,,"32.616.623,33","0,00","32.616.623,33","-32.616.623,33"
,,,,2,4,,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","1.760.989,72",,,,"22.745.739,33","0,00","22.745.739,33","-22.745.739,33"
,,,,2,4,0,,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","1.760.989,72",,,,"22.745.739,33","0,00","22.745.739,33","-22.745.739,33"
,,,,2,4,0,0,,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","1.760.989,72",,,,"22.745.739,33","0,00","22.745.739,33","-22.745.739,33"
,,,,2,4,0,0,1,,,,,,,,,,,,,,,,,,RENDIMIENTOS FINANCIEROS,,,"0,00",,"0,00","0,00","1.760.989,72",,,,"22.745.739,33","0,00","22.745.739,33","-22.745.739,33"
,,,,2,4,0,0,1,1,,,,,,,,,,,,,,,,,RENDIMIENTOS SOBRE DEPÓSITOS EN ADMINISTRACION,,,"0,00",,"0,00","0,00","1.760.989,72",,,,"22.745.739,33","0,00","22.745.739,33","-22.745.739,33"
,,,,2,8,,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"9.870.884,00","0,00","9.870.884,00","-9.870.884,00"
,,,,2,8,0,,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"9.870.884,00","0,00","9.870.884,00","-9.870.884,00"
,,,,2,8,0,0,,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"9.870.884,00","0,00","9.870.884,00","-9.870.884,00"
,,,,2,8,0,0,1,,,,,,,,,,,,,,,,,,REINTEGROS Y OTROS RECURSOS NO APROPIADOS,,,"0,00",,"0,00","0,00","0,00",,,,"9.870.884,00","0,00","9.870.884,00","-9.870.884,00"
,,,,2,8,0,0,1,3,,,,,,,,,,,,,,,,,FOTOCOPIAS,,,"0,00",,"0,00","0,00","0,00",,,,"43.500,00","0,00","43.500,00","-43.500,00"
,,,,2,8,0,0,1,9,,,,,,,,,,,,,,,,,REINTEGROS VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"9.827.384,00","0,00","9.827.384,00","-9.827.384,00"
,,,,2,8,0,0,1,9,4,,,,,,,,,,,,,,,,REINTEGRO INCAPACIDADES VIGENCIAS ANTERIORES,,,"0,00",,"0,00","0,00","0,00",,,,"9.827.384,00","0,00","9.827.384,00","-9.827.384,00"
13-09-00,SUPERINTENDENCIA DE LA ECONOMIA SOLIDARIA,,,1,,,,,,,,,,,,,,,,,,,,,,INGRESOS CORRIENTES DE LA NACION,,,"0,00",,"0,00","0,00","1.681.168,00",,,,"37.291.116,00","44.037.663,00","-6.746.547,00","6.746.547,00"
,,,,1,2,,,,,,,,,,,,,,,,,,,,,INGRESOS NO TRIBUTARIOS,,,"0,00",,"0,00","0,00","1.681.168,00",,,,"37.291.116,00","44.037.663,00","-6.746.547,00","6.746.547,00"
,,,,1,2,1,,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","1.681.168,00",,,,"37.291.116,00","44.037.663,00","-6.746.547,00","6.746.547,00"
,,,,1,2,1,0,,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","1.681.168,00",,,,"37.291.116,00","44.037.663,00","-6.746.547,00","6.746.547,00"
,,,,1,2,1,0,2,,,,,,,,,,,,,,,,,,"TASAS, MULTAS Y CONTRIBUCIONES",,,"0,00",,"0,00","0,00","1.681.168,00",,,,"37.291.116,00","44.037.663,00","-6.746.547,00","6.746.547,00"
,,,,1,2,1,0,2,2,,,,,,,,,,,,,,,,,MULTAS,,,"0,00",,"0,00","0,00","1.681.168,00",,,,"37.291.116,00","44.037.663,00","-6.746.547,00","6.746.547,00"
,,,,1,2,1,0,2,2,3,,,,,,,,,,,,,,,,MULTAS SUPERINTENDENCIAS,,,"0,00",,"0,00","0,00","1.681.168,00",,,,"37.291.116,00","44.037.663,00","-6.746.547,00","6.746.547,00"
,,,,3,,,,,,,,,,,,,,,,,,,,,,I-INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS,,,"26.451.077.215,00",,"0,00","26.451.077.215,00","3.228.472.467,00",,,,"31.803.574.770,00","0,00","31.803.574.770,00","-5.352.497.555,00"
,,,,3,1,,,,,,,,,,,,,,,,,,,,, A-INGRESOS CORRIENTES,,,"15.322.277.178,00",,"0,00","15.322.277.178,00","34.027.470,00",,,,"23.242.510.525,00","0,00","23.242.510.525,00","-7.920.233.347,00"
